"Your search <strong>'%s'</strong> did not match any products. Did you mean: <strong><a href='%s'>%s</a></strong>","Tu búsqueda '%s' no coincidió con ningún producto. Quizás quisiste decir: <a href='%s'>'%s'</a>"
"Your search <strong>'%s'</strong> did not match any products. <br> Showing results using some of your search terms <strong><strike>'%s'</strike> '%s'</strong>"."Tu búsqueda '%s' no coincidió con ningún producto. <br> Te mostramos resultados usando algunos de los términos de búsqueda <strong><strike>'%s'</strike>"
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Tu orden no puede ser completada en este momento, no hay envíos disponibles en la dirección que solicitas. Por favor contacta a nuestros asesores para darte alternativas de entrega o bien haz los cambios necesarios en la dirección de envío."
