País,Estado/Región,C.P./Código Postal,Subtotal del Pedido (y superior),Precio del envío
MEX,*,20159,0.0000,599.0000
MEX,*,20160,0.0000,599.0000
MEX,*,20164,0.0000,599.0000
MEX,*,20169,0.0000,599.0000
MEX,*,20170,0.0000,599.0000
MEX,*,20172,0.0000,599.0000
MEX,*,20174,0.0000,599.0000
MEX,*,20175,0.0000,599.0000
MEX,*,20177,0.0000,599.0000
MEX,*,20179,0.0000,599.0000
MEX,*,20180,0.0000,599.0000
MEX,*,20190,0.0000,599.0000
MEX,*,20196,0.0000,599.0000
MEX,*,20198,0.0000,599.0000
MEX,*,20199,0.0000,599.0000
MEX,*,02020,0.0000,399.0000
MEX,*,20200,0.0000,599.0000
MEX,*,20205,0.0000,599.0000
MEX,*,20206,0.0000,599.0000
MEX,*,20207,0.0000,599.0000
MEX,*,20208,0.0000,599.0000
MEX,*,20210,0.0000,599.0000
MEX,*,20216,0.0000,599.0000
MEX,*,20217,0.0000,599.0000
MEX,*,20218,0.0000,599.0000
MEX,*,20219,0.0000,599.0000
MEX,*,20220,0.0000,599.0000
MEX,*,20229,0.0000,599.0000
MEX,*,20230,0.0000,599.0000
MEX,*,20234,0.0000,599.0000
MEX,*,20235,0.0000,599.0000
MEX,*,20236,0.0000,599.0000
MEX,*,20237,0.0000,599.0000
MEX,*,20238,0.0000,599.0000
MEX,*,20239,0.0000,599.0000
MEX,*,20240,0.0000,599.0000
MEX,*,20247,0.0000,599.0000
MEX,*,20248,0.0000,599.0000
MEX,*,20249,0.0000,599.0000
MEX,*,20250,0.0000,599.0000
MEX,*,20255,0.0000,599.0000
MEX,*,20256,0.0000,599.0000
MEX,*,20257,0.0000,599.0000
MEX,*,20259,0.0000,599.0000
MEX,*,20260,0.0000,599.0000
MEX,*,20263,0.0000,599.0000
MEX,*,20264,0.0000,599.0000
MEX,*,20265,0.0000,599.0000
MEX,*,20266,0.0000,599.0000
MEX,*,20267,0.0000,599.0000
MEX,*,20268,0.0000,599.0000
MEX,*,20269,0.0000,599.0000
MEX,*,20270,0.0000,599.0000
MEX,*,20276,0.0000,599.0000
MEX,*,20277,0.0000,599.0000
MEX,*,20278,0.0000,599.0000
MEX,*,20280,0.0000,599.0000
MEX,*,20283,0.0000,599.0000
MEX,*,20284,0.0000,599.0000
MEX,*,20285,0.0000,599.0000
MEX,*,20286,0.0000,599.0000
MEX,*,20287,0.0000,599.0000
MEX,*,20288,0.0000,599.0000
MEX,*,20289,0.0000,599.0000
MEX,*,20290,0.0000,599.0000
MEX,*,20291,0.0000,599.0000
MEX,*,20296,0.0000,599.0000
MEX,*,20297,0.0000,599.0000
MEX,*,20298,0.0000,599.0000
MEX,*,20299,0.0000,599.0000
MEX,*,02040,0.0000,399.0000
MEX,*,02050,0.0000,399.0000
MEX,*,02060,0.0000,399.0000
MEX,*,02070,0.0000,399.0000
MEX,*,02080,0.0000,399.0000
MEX,*,02090,0.0000,399.0000
MEX,*,20920,0.0000,599.0000
MEX,*,20922,0.0000,599.0000
MEX,*,20923,0.0000,599.0000
MEX,*,20924,0.0000,599.0000
MEX,*,20925,0.0000,599.0000
MEX,*,20926,0.0000,599.0000
MEX,*,20927,0.0000,599.0000
MEX,*,20928,0.0000,599.0000
MEX,*,02099,0.0000,399.0000
MEX,*,02100,0.0000,399.0000
MEX,*,02109,0.0000,399.0000
MEX,*,02110,0.0000,399.0000
MEX,*,02120,0.0000,399.0000
MEX,*,02125,0.0000,399.0000
MEX,*,02127,0.0000,399.0000
MEX,*,02128,0.0000,399.0000
MEX,*,02129,0.0000,399.0000
MEX,*,02130,0.0000,399.0000
MEX,*,02140,0.0000,399.0000
MEX,*,02150,0.0000,399.0000
MEX,*,02160,0.0000,399.0000
MEX,*,02169,0.0000,399.0000
MEX,*,02200,0.0000,399.0000
MEX,*,02230,0.0000,399.0000
MEX,*,02240,0.0000,399.0000
MEX,*,02250,0.0000,399.0000
MEX,*,02260,0.0000,399.0000
MEX,*,02300,0.0000,399.0000
MEX,*,02310,0.0000,399.0000
MEX,*,02320,0.0000,399.0000
MEX,*,02330,0.0000,399.0000
MEX,*,02340,0.0000,399.0000
MEX,*,02350,0.0000,399.0000
MEX,*,02360,0.0000,399.0000
MEX,*,02400,0.0000,399.0000
MEX,*,02409,0.0000,399.0000
MEX,*,02410,0.0000,399.0000
MEX,*,02419,0.0000,399.0000
MEX,*,02420,0.0000,399.0000
MEX,*,02430,0.0000,399.0000
MEX,*,02440,0.0000,399.0000
MEX,*,02450,0.0000,399.0000
MEX,*,02459,0.0000,399.0000
MEX,*,02460,0.0000,399.0000
MEX,*,02470,0.0000,399.0000
MEX,*,02479,0.0000,399.0000
MEX,*,02480,0.0000,399.0000
MEX,*,02490,0.0000,399.0000
MEX,*,02500,0.0000,399.0000
MEX,*,02510,0.0000,399.0000
MEX,*,02519,0.0000,399.0000
MEX,*,02520,0.0000,399.0000
MEX,*,02525,0.0000,399.0000
MEX,*,02530,0.0000,399.0000
MEX,*,02540,0.0000,399.0000
MEX,*,02600,0.0000,399.0000
MEX,*,02630,0.0000,399.0000
MEX,*,02640,0.0000,399.0000
MEX,*,02650,0.0000,399.0000
MEX,*,02660,0.0000,399.0000
MEX,*,02670,0.0000,399.0000
MEX,*,02680,0.0000,399.0000
MEX,*,02700,0.0000,399.0000
MEX,*,02710,0.0000,399.0000
MEX,*,02718,0.0000,399.0000
MEX,*,02719,0.0000,399.0000
MEX,*,02720,0.0000,399.0000
MEX,*,02729,0.0000,399.0000
MEX,*,02730,0.0000,399.0000
MEX,*,02739,0.0000,399.0000
MEX,*,02750,0.0000,399.0000
MEX,*,02760,0.0000,399.0000
MEX,*,02770,0.0000,399.0000
MEX,*,02780,0.0000,399.0000
MEX,*,02790,0.0000,399.0000
MEX,*,02800,0.0000,399.0000
MEX,*,02810,0.0000,399.0000
MEX,*,02830,0.0000,399.0000
MEX,*,02840,0.0000,399.0000
MEX,*,02850,0.0000,399.0000
MEX,*,02860,0.0000,399.0000
MEX,*,02870,0.0000,399.0000
MEX,*,02900,0.0000,399.0000
MEX,*,02910,0.0000,399.0000
MEX,*,02920,0.0000,399.0000
MEX,*,02930,0.0000,399.0000
MEX,*,02940,0.0000,399.0000
MEX,*,02950,0.0000,399.0000
MEX,*,02960,0.0000,399.0000
MEX,*,02970,0.0000,399.0000
MEX,*,02980,0.0000,399.0000
MEX,*,02990,0.0000,399.0000
MEX,*,03000,0.0000,399.0000
MEX,*,03010,0.0000,399.0000
MEX,*,03020,0.0000,399.0000
MEX,*,03023,0.0000,399.0000
MEX,*,03027,0.0000,399.0000
MEX,*,03028,0.0000,399.0000
MEX,*,03100,0.0000,399.0000
MEX,*,03103,0.0000,399.0000
MEX,*,03104,0.0000,399.0000
MEX,*,03109,0.0000,399.0000
MEX,*,03199,0.0000,399.0000
MEX,*,03200,0.0000,399.0000
MEX,*,03219,0.0000,399.0000
MEX,*,03220,0.0000,399.0000
MEX,*,03229,0.0000,399.0000
MEX,*,03230,0.0000,399.0000
MEX,*,03240,0.0000,399.0000
MEX,*,03300,0.0000,399.0000
MEX,*,03303,0.0000,399.0000
MEX,*,03310,0.0000,399.0000
MEX,*,03313,0.0000,399.0000
MEX,*,03319,0.0000,399.0000
MEX,*,03320,0.0000,399.0000
MEX,*,03330,0.0000,399.0000
MEX,*,03339,0.0000,399.0000
MEX,*,03340,0.0000,399.0000
MEX,*,03400,0.0000,399.0000
MEX,*,03410,0.0000,399.0000
MEX,*,03420,0.0000,399.0000
MEX,*,03430,0.0000,399.0000
MEX,*,03440,0.0000,399.0000
MEX,*,03500,0.0000,399.0000
MEX,*,03510,0.0000,399.0000
MEX,*,03520,0.0000,399.0000
MEX,*,03530,0.0000,399.0000
MEX,*,03540,0.0000,399.0000
MEX,*,03550,0.0000,399.0000
MEX,*,03560,0.0000,399.0000
MEX,*,03570,0.0000,399.0000
MEX,*,03580,0.0000,399.0000
MEX,*,03590,0.0000,399.0000
MEX,*,03600,0.0000,399.0000
MEX,*,03610,0.0000,399.0000
MEX,*,03620,0.0000,399.0000
MEX,*,03630,0.0000,399.0000
MEX,*,03640,0.0000,399.0000
MEX,*,03650,0.0000,399.0000
MEX,*,36500,0.0000,349.0000
MEX,*,36510,0.0000,349.0000
MEX,*,36511,0.0000,349.0000
MEX,*,36512,0.0000,349.0000
MEX,*,36513,0.0000,349.0000
MEX,*,36514,0.0000,349.0000
MEX,*,36515,0.0000,349.0000
MEX,*,36520,0.0000,349.0000
MEX,*,36524,0.0000,349.0000
MEX,*,36525,0.0000,349.0000
MEX,*,36526,0.0000,349.0000
MEX,*,36530,0.0000,349.0000
MEX,*,36540,0.0000,349.0000
MEX,*,36541,0.0000,349.0000
MEX,*,36542,0.0000,349.0000
MEX,*,36544,0.0000,349.0000
MEX,*,36545,0.0000,349.0000
MEX,*,36546,0.0000,349.0000
MEX,*,36547,0.0000,349.0000
MEX,*,36550,0.0000,349.0000
MEX,*,36554,0.0000,349.0000
MEX,*,36555,0.0000,349.0000
MEX,*,36556,0.0000,349.0000
MEX,*,36557,0.0000,349.0000
MEX,*,36558,0.0000,349.0000
MEX,*,36559,0.0000,349.0000
MEX,*,36560,0.0000,349.0000
MEX,*,36566,0.0000,349.0000
MEX,*,36567,0.0000,349.0000
MEX,*,36568,0.0000,349.0000
MEX,*,36570,0.0000,349.0000
MEX,*,36576,0.0000,349.0000
MEX,*,36577,0.0000,349.0000
MEX,*,36578,0.0000,349.0000
MEX,*,36580,0.0000,349.0000
MEX,*,36583,0.0000,349.0000
MEX,*,36584,0.0000,349.0000
MEX,*,36585,0.0000,349.0000
MEX,*,36586,0.0000,349.0000
MEX,*,36587,0.0000,349.0000
MEX,*,36588,0.0000,349.0000
MEX,*,36589,0.0000,349.0000
MEX,*,36590,0.0000,349.0000
MEX,*,36593,0.0000,349.0000
MEX,*,36595,0.0000,349.0000
MEX,*,36597,0.0000,349.0000
MEX,*,36599,0.0000,349.0000
MEX,*,03660,0.0000,399.0000
MEX,*,36600,0.0000,349.0000
MEX,*,36610,0.0000,349.0000
MEX,*,36611,0.0000,349.0000
MEX,*,36612,0.0000,349.0000
MEX,*,36613,0.0000,349.0000
MEX,*,36614,0.0000,349.0000
MEX,*,36615,0.0000,349.0000
MEX,*,36620,0.0000,349.0000
MEX,*,36624,0.0000,349.0000
MEX,*,36625,0.0000,349.0000
MEX,*,36626,0.0000,349.0000
MEX,*,36630,0.0000,349.0000
MEX,*,36631,0.0000,349.0000
MEX,*,36633,0.0000,349.0000
MEX,*,36640,0.0000,349.0000
MEX,*,36643,0.0000,349.0000
MEX,*,36644,0.0000,349.0000
MEX,*,36645,0.0000,349.0000
MEX,*,36646,0.0000,349.0000
MEX,*,36648,0.0000,349.0000
MEX,*,36649,0.0000,349.0000
MEX,*,36650,0.0000,349.0000
MEX,*,36659,0.0000,349.0000
MEX,*,36660,0.0000,349.0000
MEX,*,36666,0.0000,349.0000
MEX,*,36667,0.0000,349.0000
MEX,*,36668,0.0000,349.0000
MEX,*,36669,0.0000,349.0000
MEX,*,36670,0.0000,349.0000
MEX,*,36680,0.0000,349.0000
MEX,*,36683,0.0000,349.0000
MEX,*,36687,0.0000,349.0000
MEX,*,36690,0.0000,349.0000
MEX,*,36691,0.0000,349.0000
MEX,*,36698,0.0000,349.0000
MEX,*,36699,0.0000,349.0000
MEX,*,36700,0.0000,399.0000
MEX,*,36704,0.0000,399.0000
MEX,*,36710,0.0000,399.0000
MEX,*,36714,0.0000,399.0000
MEX,*,36715,0.0000,399.0000
MEX,*,36716,0.0000,399.0000
MEX,*,36717,0.0000,399.0000
MEX,*,36720,0.0000,399.0000
MEX,*,36722,0.0000,399.0000
MEX,*,36723,0.0000,399.0000
MEX,*,36724,0.0000,399.0000
MEX,*,36726,0.0000,399.0000
MEX,*,36730,0.0000,399.0000
MEX,*,36732,0.0000,399.0000
MEX,*,36733,0.0000,399.0000
MEX,*,36740,0.0000,399.0000
MEX,*,36743,0.0000,399.0000
MEX,*,36744,0.0000,399.0000
MEX,*,36747,0.0000,399.0000
MEX,*,36748,0.0000,399.0000
MEX,*,36749,0.0000,399.0000
MEX,*,36750,0.0000,399.0000
MEX,*,36752,0.0000,399.0000
MEX,*,36753,0.0000,399.0000
MEX,*,36754,0.0000,399.0000
MEX,*,36759,0.0000,399.0000
MEX,*,36760,0.0000,399.0000
MEX,*,36764,0.0000,399.0000
MEX,*,36765,0.0000,399.0000
MEX,*,36766,0.0000,399.0000
MEX,*,36770,0.0000,399.0000
MEX,*,36772,0.0000,399.0000
MEX,*,36773,0.0000,399.0000
MEX,*,36774,0.0000,399.0000
MEX,*,36775,0.0000,399.0000
MEX,*,36776,0.0000,399.0000
MEX,*,36777,0.0000,399.0000
MEX,*,36778,0.0000,399.0000
MEX,*,36780,0.0000,399.0000
MEX,*,36782,0.0000,399.0000
MEX,*,36783,0.0000,399.0000
MEX,*,36784,0.0000,399.0000
MEX,*,36785,0.0000,399.0000
MEX,*,36786,0.0000,399.0000
MEX,*,36787,0.0000,399.0000
MEX,*,36790,0.0000,399.0000
MEX,*,36793,0.0000,399.0000
MEX,*,36800,0.0000,349.0000
MEX,*,36803,0.0000,349.0000
MEX,*,36804,0.0000,349.0000
MEX,*,36805,0.0000,349.0000
MEX,*,36806,0.0000,349.0000
MEX,*,36807,0.0000,349.0000
MEX,*,36810,0.0000,349.0000
MEX,*,36813,0.0000,349.0000
MEX,*,36814,0.0000,349.0000
MEX,*,36815,0.0000,349.0000
MEX,*,36816,0.0000,349.0000
MEX,*,36817,0.0000,349.0000
MEX,*,36818,0.0000,349.0000
MEX,*,36820,0.0000,349.0000
MEX,*,36822,0.0000,349.0000
MEX,*,36823,0.0000,349.0000
MEX,*,36824,0.0000,349.0000
MEX,*,36825,0.0000,349.0000
MEX,*,36826,0.0000,349.0000
MEX,*,36827,0.0000,349.0000
MEX,*,36830,0.0000,349.0000
MEX,*,36833,0.0000,349.0000
MEX,*,36834,0.0000,349.0000
MEX,*,36835,0.0000,349.0000
MEX,*,36836,0.0000,349.0000
MEX,*,36837,0.0000,349.0000
MEX,*,36840,0.0000,349.0000
MEX,*,36843,0.0000,349.0000
MEX,*,36844,0.0000,349.0000
MEX,*,36845,0.0000,349.0000
MEX,*,36846,0.0000,349.0000
MEX,*,36847,0.0000,349.0000
MEX,*,36849,0.0000,349.0000
MEX,*,36850,0.0000,599.0000
MEX,*,36853,0.0000,599.0000
MEX,*,36854,0.0000,599.0000
MEX,*,36855,0.0000,599.0000
MEX,*,36856,0.0000,599.0000
MEX,*,36857,0.0000,599.0000
MEX,*,36858,0.0000,599.0000
MEX,*,36860,0.0000,599.0000
MEX,*,36863,0.0000,599.0000
MEX,*,36864,0.0000,599.0000
MEX,*,36865,0.0000,599.0000
MEX,*,36866,0.0000,599.0000
MEX,*,36867,0.0000,599.0000
MEX,*,36870,0.0000,599.0000
MEX,*,36873,0.0000,599.0000
MEX,*,36874,0.0000,599.0000
MEX,*,36875,0.0000,599.0000
MEX,*,36876,0.0000,599.0000
MEX,*,36877,0.0000,599.0000
MEX,*,36878,0.0000,599.0000
MEX,*,36880,0.0000,599.0000
MEX,*,36883,0.0000,599.0000
MEX,*,36884,0.0000,599.0000
MEX,*,36885,0.0000,599.0000
MEX,*,36886,0.0000,599.0000
MEX,*,36887,0.0000,599.0000
MEX,*,36888,0.0000,599.0000
MEX,*,03700,0.0000,399.0000
MEX,*,03710,0.0000,399.0000
MEX,*,03720,0.0000,399.0000
MEX,*,03730,0.0000,399.0000
MEX,*,03740,0.0000,399.0000
MEX,*,37700,0.0000,1200.0000
MEX,*,37710,0.0000,1200.0000
MEX,*,37712,0.0000,1200.0000
MEX,*,37713,0.0000,1200.0000
MEX,*,37715,0.0000,1200.0000
MEX,*,37716,0.0000,1200.0000
MEX,*,37717,0.0000,1200.0000
MEX,*,37718,0.0000,1200.0000
MEX,*,37720,0.0000,1200.0000
MEX,*,37725,0.0000,1200.0000
MEX,*,37727,0.0000,1200.0000
MEX,*,37728,0.0000,1200.0000
MEX,*,37729,0.0000,1200.0000
MEX,*,37730,0.0000,1200.0000
MEX,*,37732,0.0000,1200.0000
MEX,*,37733,0.0000,1200.0000
MEX,*,37734,0.0000,1200.0000
MEX,*,37735,0.0000,1200.0000
MEX,*,37736,0.0000,1200.0000
MEX,*,37737,0.0000,1200.0000
MEX,*,37738,0.0000,1200.0000
MEX,*,37740,0.0000,1200.0000
MEX,*,37745,0.0000,1200.0000
MEX,*,37746,0.0000,1200.0000
MEX,*,37747,0.0000,1200.0000
MEX,*,37748,0.0000,1200.0000
MEX,*,37749,0.0000,1200.0000
MEX,*,37750,0.0000,1200.0000
MEX,*,37753,0.0000,1200.0000
MEX,*,37754,0.0000,1200.0000
MEX,*,37755,0.0000,1200.0000
MEX,*,37756,0.0000,1200.0000
MEX,*,37759,0.0000,1200.0000
MEX,*,37760,0.0000,1200.0000
MEX,*,37765,0.0000,1200.0000
MEX,*,37766,0.0000,1200.0000
MEX,*,37769,0.0000,1200.0000
MEX,*,37770,0.0000,1200.0000
MEX,*,37773,0.0000,1200.0000
MEX,*,37774,0.0000,1200.0000
MEX,*,37775,0.0000,1200.0000
MEX,*,37776,0.0000,1200.0000
MEX,*,37777,0.0000,1200.0000
MEX,*,37790,0.0000,1200.0000
MEX,*,37793,0.0000,1200.0000
MEX,*,37795,0.0000,1200.0000
MEX,*,37796,0.0000,1200.0000
MEX,*,37797,0.0000,1200.0000
MEX,*,37880,0.0000,1200.0000
MEX,*,37883,0.0000,1200.0000
MEX,*,37884,0.0000,1200.0000
MEX,*,37885,0.0000,1200.0000
MEX,*,37886,0.0000,1200.0000
MEX,*,37887,0.0000,1200.0000
MEX,*,37888,0.0000,1200.0000
MEX,*,37890,0.0000,1200.0000
MEX,*,37893,0.0000,1200.0000
MEX,*,37894,0.0000,1200.0000
MEX,*,37895,0.0000,1200.0000
MEX,*,37896,0.0000,1200.0000
MEX,*,37897,0.0000,1200.0000
MEX,*,37898,0.0000,1200.0000
MEX,*,37900,0.0000,1300.0000
MEX,*,37903,0.0000,1300.0000
MEX,*,37904,0.0000,1300.0000
MEX,*,37905,0.0000,1300.0000
MEX,*,37906,0.0000,1300.0000
MEX,*,37907,0.0000,1300.0000
MEX,*,37913,0.0000,1300.0000
MEX,*,37914,0.0000,1300.0000
MEX,*,37915,0.0000,1300.0000
MEX,*,37916,0.0000,1300.0000
MEX,*,37917,0.0000,1300.0000
MEX,*,37918,0.0000,1300.0000
MEX,*,37919,0.0000,1300.0000
MEX,*,37980,0.0000,1300.0000
MEX,*,37983,0.0000,1300.0000
MEX,*,37984,0.0000,1300.0000
MEX,*,37985,0.0000,1300.0000
MEX,*,37986,0.0000,1300.0000
MEX,*,37987,0.0000,1300.0000
MEX,*,37988,0.0000,1300.0000
MEX,*,37990,0.0000,1300.0000
MEX,*,37991,0.0000,1300.0000
MEX,*,37993,0.0000,1300.0000
MEX,*,37994,0.0000,1300.0000
MEX,*,37995,0.0000,1300.0000
MEX,*,37996,0.0000,1300.0000
MEX,*,37997,0.0000,1300.0000
MEX,*,37998,0.0000,1300.0000
MEX,*,03800,0.0000,399.0000
MEX,*,38000,0.0000,499.0000
MEX,*,38010,0.0000,499.0000
MEX,*,38013,0.0000,499.0000
MEX,*,38014,0.0000,499.0000
MEX,*,38015,0.0000,499.0000
MEX,*,38016,0.0000,499.0000
MEX,*,38017,0.0000,499.0000
MEX,*,38018,0.0000,499.0000
MEX,*,38019,0.0000,499.0000
MEX,*,38020,0.0000,499.0000
MEX,*,38024,0.0000,499.0000
MEX,*,38027,0.0000,499.0000
MEX,*,38028,0.0000,499.0000
MEX,*,38030,0.0000,499.0000
MEX,*,38033,0.0000,499.0000
MEX,*,38034,0.0000,499.0000
MEX,*,38035,0.0000,499.0000
MEX,*,38036,0.0000,499.0000
MEX,*,38037,0.0000,499.0000
MEX,*,38040,0.0000,499.0000
MEX,*,38046,0.0000,499.0000
MEX,*,38047,0.0000,499.0000
MEX,*,38048,0.0000,499.0000
MEX,*,38049,0.0000,499.0000
MEX,*,38050,0.0000,499.0000
MEX,*,38057,0.0000,499.0000
MEX,*,38060,0.0000,499.0000
MEX,*,38063,0.0000,499.0000
MEX,*,38065,0.0000,499.0000
MEX,*,38067,0.0000,499.0000
MEX,*,38068,0.0000,499.0000
MEX,*,38070,0.0000,499.0000
MEX,*,38078,0.0000,499.0000
MEX,*,38079,0.0000,499.0000
MEX,*,38080,0.0000,499.0000
MEX,*,38083,0.0000,499.0000
MEX,*,38085,0.0000,499.0000
MEX,*,38086,0.0000,499.0000
MEX,*,38088,0.0000,499.0000
MEX,*,03809,0.0000,399.0000
MEX,*,38090,0.0000,499.0000
MEX,*,38094,0.0000,499.0000
MEX,*,38095,0.0000,499.0000
MEX,*,38096,0.0000,499.0000
MEX,*,38097,0.0000,499.0000
MEX,*,38098,0.0000,499.0000
MEX,*,38099,0.0000,499.0000
MEX,*,03810,0.0000,399.0000
MEX,*,03818,0.0000,399.0000
MEX,*,03819,0.0000,399.0000
MEX,*,03820,0.0000,399.0000
MEX,*,03840,0.0000,399.0000
MEX,*,03849,0.0000,399.0000
MEX,*,03900,0.0000,399.0000
MEX,*,03910,0.0000,399.0000
MEX,*,03920,0.0000,399.0000
MEX,*,03930,0.0000,399.0000
MEX,*,03940,0.0000,399.0000
MEX,*,03949,0.0000,399.0000
MEX,*,04000,0.0000,399.0000
MEX,*,04009,0.0000,399.0000
MEX,*,04010,0.0000,399.0000
MEX,*,04020,0.0000,399.0000
MEX,*,04030,0.0000,399.0000
MEX,*,04040,0.0000,399.0000
MEX,*,04100,0.0000,399.0000
MEX,*,04110,0.0000,399.0000
MEX,*,04120,0.0000,399.0000
MEX,*,04129,0.0000,399.0000
MEX,*,04200,0.0000,399.0000
MEX,*,42000,0.0000,399.0000
MEX,*,42004,0.0000,399.0000
MEX,*,42008,0.0000,399.0000
MEX,*,42009,0.0000,399.0000
MEX,*,42010,0.0000,399.0000
MEX,*,42014,0.0000,399.0000
MEX,*,42015,0.0000,399.0000
MEX,*,42018,0.0000,399.0000
MEX,*,42020,0.0000,399.0000
MEX,*,42026,0.0000,399.0000
MEX,*,42027,0.0000,399.0000
MEX,*,42029,0.0000,399.0000
MEX,*,42030,0.0000,399.0000
MEX,*,42032,0.0000,399.0000
MEX,*,42033,0.0000,399.0000
MEX,*,42034,0.0000,399.0000
MEX,*,42035,0.0000,399.0000
MEX,*,42036,0.0000,399.0000
MEX,*,42037,0.0000,399.0000
MEX,*,42039,0.0000,399.0000
MEX,*,42040,0.0000,399.0000
MEX,*,42050,0.0000,399.0000
MEX,*,42055,0.0000,399.0000
MEX,*,42056,0.0000,399.0000
MEX,*,42057,0.0000,399.0000
MEX,*,42058,0.0000,399.0000
MEX,*,42059,0.0000,399.0000
MEX,*,42060,0.0000,399.0000
MEX,*,42064,0.0000,399.0000
MEX,*,42070,0.0000,399.0000
MEX,*,42075,0.0000,399.0000
MEX,*,42078,0.0000,399.0000
MEX,*,42079,0.0000,399.0000
MEX,*,42080,0.0000,399.0000
MEX,*,42081,0.0000,399.0000
MEX,*,42082,0.0000,399.0000
MEX,*,42083,0.0000,399.0000
MEX,*,42084,0.0000,399.0000
MEX,*,42086,0.0000,399.0000
MEX,*,42088,0.0000,399.0000
MEX,*,42090,0.0000,399.0000
MEX,*,42092,0.0000,399.0000
MEX,*,42094,0.0000,399.0000
MEX,*,42095,0.0000,399.0000
MEX,*,42097,0.0000,399.0000
MEX,*,42098,0.0000,399.0000
MEX,*,42099,0.0000,399.0000
MEX,*,04210,0.0000,399.0000
MEX,*,42100,0.0000,399.0000
MEX,*,42101,0.0000,399.0000
MEX,*,42102,0.0000,399.0000
MEX,*,42110,0.0000,399.0000
MEX,*,42111,0.0000,399.0000
MEX,*,42113,0.0000,399.0000
MEX,*,42115,0.0000,399.0000
MEX,*,42116,0.0000,399.0000
MEX,*,42117,0.0000,399.0000
MEX,*,42119,0.0000,399.0000
MEX,*,42180,0.0000,399.0000
MEX,*,42181,0.0000,399.0000
MEX,*,42182,0.0000,399.0000
MEX,*,42183,0.0000,399.0000
MEX,*,42184,0.0000,399.0000
MEX,*,42185,0.0000,399.0000
MEX,*,42186,0.0000,399.0000
MEX,*,42187,0.0000,399.0000
MEX,*,42188,0.0000,399.0000
MEX,*,04230,0.0000,399.0000
MEX,*,04239,0.0000,399.0000
MEX,*,04240,0.0000,399.0000
MEX,*,04250,0.0000,399.0000
MEX,*,42500,0.0000,599.0000
MEX,*,42503,0.0000,599.0000
MEX,*,42504,0.0000,599.0000
MEX,*,42505,0.0000,599.0000
MEX,*,42506,0.0000,599.0000
MEX,*,42507,0.0000,599.0000
MEX,*,42510,0.0000,599.0000
MEX,*,42512,0.0000,599.0000
MEX,*,42523,0.0000,599.0000
MEX,*,42524,0.0000,599.0000
MEX,*,42564,0.0000,599.0000
MEX,*,04259,0.0000,399.0000
MEX,*,04260,0.0000,399.0000
MEX,*,42600,0.0000,599.0000
MEX,*,42601,0.0000,599.0000
MEX,*,42602,0.0000,599.0000
MEX,*,42603,0.0000,599.0000
MEX,*,42604,0.0000,599.0000
MEX,*,42607,0.0000,599.0000
MEX,*,42608,0.0000,599.0000
MEX,*,42610,0.0000,599.0000
MEX,*,42613,0.0000,599.0000
MEX,*,42616,0.0000,599.0000
MEX,*,42660,0.0000,399.0000
MEX,*,42663,0.0000,399.0000
MEX,*,42664,0.0000,399.0000
MEX,*,42665,0.0000,399.0000
MEX,*,42666,0.0000,399.0000
MEX,*,42667,0.0000,399.0000
MEX,*,42670,0.0000,399.0000
MEX,*,42671,0.0000,399.0000
MEX,*,42672,0.0000,399.0000
MEX,*,42673,0.0000,399.0000
MEX,*,04270,0.0000,399.0000
MEX,*,42730,0.0000,399.0000
MEX,*,42733,0.0000,399.0000
MEX,*,42734,0.0000,399.0000
MEX,*,42740,0.0000,399.0000
MEX,*,42743,0.0000,399.0000
MEX,*,42745,0.0000,399.0000
MEX,*,42746,0.0000,399.0000
MEX,*,42747,0.0000,399.0000
MEX,*,42748,0.0000,399.0000
MEX,*,04280,0.0000,399.0000
MEX,*,42800,0.0000,1700.0000
MEX,*,42803,0.0000,1700.0000
MEX,*,42804,0.0000,1700.0000
MEX,*,42805,0.0000,1700.0000
MEX,*,42806,0.0000,1700.0000
MEX,*,42807,0.0000,1700.0000
MEX,*,42808,0.0000,1700.0000
MEX,*,42809,0.0000,1700.0000
MEX,*,42810,0.0000,1700.0000
MEX,*,42812,0.0000,1700.0000
MEX,*,42813,0.0000,1700.0000
MEX,*,42814,0.0000,1700.0000
MEX,*,42815,0.0000,1700.0000
MEX,*,42816,0.0000,1700.0000
MEX,*,42820,0.0000,1700.0000
MEX,*,42823,0.0000,1700.0000
MEX,*,42824,0.0000,1700.0000
MEX,*,42825,0.0000,1700.0000
MEX,*,42826,0.0000,1700.0000
MEX,*,42827,0.0000,1700.0000
MEX,*,42830,0.0000,1700.0000
MEX,*,42831,0.0000,1700.0000
MEX,*,42832,0.0000,1700.0000
MEX,*,42833,0.0000,1700.0000
MEX,*,42834,0.0000,1700.0000
MEX,*,42835,0.0000,1700.0000
MEX,*,42836,0.0000,1700.0000
MEX,*,42837,0.0000,1700.0000
MEX,*,42838,0.0000,1700.0000
MEX,*,42840,0.0000,1700.0000
MEX,*,42842,0.0000,1700.0000
MEX,*,42843,0.0000,1700.0000
MEX,*,42844,0.0000,1700.0000
MEX,*,42845,0.0000,1700.0000
MEX,*,42846,0.0000,1700.0000
MEX,*,42847,0.0000,1700.0000
MEX,*,42848,0.0000,1700.0000
MEX,*,42849,0.0000,1700.0000
MEX,*,42852,0.0000,499.0000
MEX,*,42853,0.0000,499.0000
