MEX,*,01000,0.0000,399.0000
MEX,*,01000,0.0000,399.0000
MEX,*,01000,0.0000,399.0000
MEX,*,01000,0.0000,399.0000
MEX,*,01010,0.0000,399.0000
MEX,*,01010,0.0000,399.0000
MEX,*,01010,0.0000,399.0000
MEX,*,01010,0.0000,399.0000
MEX,*,01020,0.0000,399.0000
MEX,*,01020,0.0000,399.0000
MEX,*,01020,0.0000,399.0000
MEX,*,01028,0.0000,399.0000
MEX,*,01029,0.0000,399.0000
MEX,*,01029,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01030,0.0000,399.0000
MEX,*,01040,0.0000,399.0000
MEX,*,01040,0.0000,399.0000
MEX,*,01048,0.0000,399.0000
MEX,*,01049,0.0000,399.0000
MEX,*,01050,0.0000,399.0000
MEX,*,01050,0.0000,399.0000
MEX,*,01050,0.0000,399.0000
MEX,*,01050,0.0000,399.0000
MEX,*,01050,0.0000,399.0000
MEX,*,01050,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01060,0.0000,399.0000
MEX,*,01070,0.0000,399.0000
MEX,*,01070,0.0000,399.0000
MEX,*,01070,0.0000,399.0000
MEX,*,01070,0.0000,399.0000
MEX,*,01070,0.0000,399.0000
MEX,*,01070,0.0000,399.0000
MEX,*,01080,0.0000,399.0000
MEX,*,01080,0.0000,399.0000
MEX,*,01080,0.0000,399.0000
MEX,*,01080,0.0000,399.0000
MEX,*,01080,0.0000,399.0000
MEX,*,01080,0.0000,399.0000
MEX,*,01089,0.0000,399.0000
MEX,*,01090,0.0000,399.0000
MEX,*,01090,0.0000,399.0000
MEX,*,01090,0.0000,399.0000
MEX,*,01090,0.0000,399.0000
MEX,*,01090,0.0000,399.0000
MEX,*,01100,0.0000,399.0000
MEX,*,01100,0.0000,399.0000
MEX,*,01100,0.0000,399.0000
MEX,*,01100,0.0000,399.0000
MEX,*,01109,0.0000,399.0000
MEX,*,01110,0.0000,399.0000
MEX,*,01110,0.0000,399.0000
MEX,*,01110,0.0000,399.0000
MEX,*,01116,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01120,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01125,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01130,0.0000,399.0000
MEX,*,01139,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01140,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01150,0.0000,399.0000
MEX,*,01159,0.0000,399.0000
MEX,*,01159,0.0000,399.0000
MEX,*,01160,0.0000,399.0000
MEX,*,01160,0.0000,399.0000
MEX,*,01160,0.0000,399.0000
MEX,*,01160,0.0000,399.0000
MEX,*,01160,0.0000,399.0000
MEX,*,01160,0.0000,399.0000
MEX,*,01160,0.0000,399.0000
